CHEM,SMILES
"3'-FORMYL-2',4',6'-TRIHYDROXY-5'-METHYLDIHYDROCHALCONE",CC1=C(C(=C(C(=C1O)C(=O)CCC2=CC=CC=C2)O)C=O)O
"3'-FORMYL-2',4',6'-TRIHYDROXYDIHYDROCHALCONE",C1=CC=C(C=C1)CCC(=O)C2=C(C=C(C(=C2O)C=O)O)O
3'-HYDROXYDAIDZEIN,C1=CC(=C(C=C1C2=COC3=C(C2=O)C=CC(=C3)O)O)O
"3,3',4,5'-TETRAHYDROXYSTILBENE",C1=CC(=C(C=C1C=CC2=CC(=CC(=C2)O)O)O)O
"3,3'-DIINDOLYMETHANE",C1=CC=C2C(=C1)C(=CN2)CC3=CNC4=CC=CC=C43
"3,3'-DIMETHYLQUERCETIN",COC1=C(C=CC(=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC)O
"3,4-DIHYDROXYACETOPHENONE",CC(=O)C1=CC(=C(C=C1)O)O
"3,4-DIHYDROXYBENZOIC-ACID",C1=CC(=C(C=C1C(=O)O)O)O
"3,4-DIMETHOXYTOLUENE",CC1=CC(=C(C=C1)OC)OC
"3,5-DI-O-CAFFEOYLQUINIC-ACID",C1C(C(C(CC1(C(=O)O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O)O)OC(=O)C=CC3=CC(=C(C=C3)O)O
"3,5-DI-O-GALLOYL-4-O-DIGALLOYLQUINIC-ACID",C1C(C(C(CC1(C(=O)O)O)OC(=O)C2=CC(=C(C(=C2)O)O)O)OC(=O)C3=CC(=C(C(=C3)O)OC(=O)C4=CC(=C(C(=C4)O)O)O)O)OC(=O)C5=CC(=C(C(=C5)O)O)O
"3,5-DI-O-GALLOYLSHIKIMIC-ACID",C1C(C(C(C=C1C(=O)O)OC(=O)C2=CC(=C(C(=C2)O)O)O)O)OC(=O)C3=CC(=C(C(=C3)O)O)O
"3,5-DIMETHOXY-1,6-DIHYDROXYXANTHONE",COC1=CC(=C2C(=C1)OC3=C(C2=O)C=CC(=C3OC)O)O
"3,7A-DIEPIALEXINE",C1CN2C(C(C(C2C1O)O)O)CO
3-ACETYL-6-METHOXYBENZALDEHYDE,CC(=O)C1=CC(=C(C=C1)OC)C=O
3-ACETYLNERBOWDINE,CC(=O)OC1CC2C3(CCN2CC4=C(C5=C(C=C43)OCO5)OC)C(C1)O
"3-ALPHA,17-BETA-CINCHOPHYLLINE",COC1=CC2=C(C=C1)NC3=C2CCNC3CC4CC5C6=C(CCN5CC4C=C)C7=C(N6)C=CC(=C7)OC
3-ALPHA-DIHYDROCADAMBINE,COC(=O)C1=COC(C2C1CC3C4=C(CCN3CC2O)C5=CC=CC=C5N4)OC6C(C(C(C(O6)CO)O)O)O
"3-BETA,17-BETA-CINCHOPHYLLINE",COC1=CC2=C(C=C1)NC3=C2CCNC3CC4CC5C6=C(CCN5CC4C=C)C7=C(N6)C=CC(=C7)OC
3-BUTENYL-ISOTHIOCYANATE,C=CCCN=C=S
3-BUTYLIDENE-7-HYDROXYPHTHALIDE,CCCC=C1C2=C(C(=CC=C2)O)C(=O)O1
3-DEACETYLKHIVORIN,CC(=O)OC1CC2C(C(CC(C2(C3C1(C45C(O4)C(=O)OC(C5(CC3)C)C6=COC=C6)C)C)OC(=O)C)O)(C)C
3-DEHYDRONOBILIN,CC=C(C)C(=O)OC1CC(=CCC(=O)C(=CC2C1C(=C)C(=O)O2)C)C
3-DESMETHYLCOLCHICINE,CC(=O)NC1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)O
3-EPI-AUSTRALINE,C1CN2C(C(C(C2C1O)O)O)CO
3-EPICARYOPTIN,"CC1CC(C2(C(C1(C)C3CC4C=COC4O3)CCC(C25CO5)OC(=O)C)COC(=O)C)OC(=O)C
CC1CC(C2(C(C1(C)C3CC4C=COC4O3)CCC(C25CO5)OC(=O)C)COC(=O)C)OC(=O)C
CC1CC(C2(C(C1(C)C3CC4C=COC4O3)CCC(C25CO5)OC(=O)C)COC(=O)C)OC(=O)C"
3-HEPTANOL,CCCCC(CC)O
3-HYDROXYDAMSIN,CC1CCC2C(C3(C1CC(C3=O)O)C)OC(=O)C2=C
3-HYDROXYLUBIMIN,CC1C(C(CC(C12CCC(C2)C(=C)C)C=O)O)O
3-HYDROXYURIDINE,C1=CN(C(=O)N(C1=O)O)C2C(C(C(O2)CO)O)O
3-METHOXY-1-METHYL-2-PROPYL-4-QUINOLONE,CCCC1=C(C(=O)C2=CC=CC=C2N1C)OC
3-METHYLQUERCETIN,COC1=C(C=CC(=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O
3-O-METHYL-(+)-CATECHIN,COC1CC2=C(C=C(C=C2OC1C3=CC(=C(C=C3)O)O)O)O
3-O-TRANS-CAFFEOYLTORMENTIC-ACID,CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CC(C(C5(C)C)OC(=O)C=CC6=CC(=C(C=C6)O)O)O)C)C)C2C1(C)O)C)C(=O)O
3-OCTANOL,CCCCCC(CC)O
3-TETRADECENE,CCCCCCCCCCC=CCC
"4',5,6,7,8-PENTAMETHOXY-FLAVONE",COC1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C(=C(C(=C3OC)OC)OC)OC
"4',7-DIHYDROXY-3-METHOXY-5,6-DIMETHYLFLAVONE",CC1=C(C2=C(C=C1O)OC(=C(C2=O)OC)C3=CC=C(C=C3)O)C
4'-O-METHYLCOUMESTROL,COC1=CC2=C(C=C1)C3=C(O2)C4=C(C=C(C=C4)O)OC3=O
"4,4'-DIALLYL-2,3'-DIHYDROXYBIPHENYL",C=CCC1=CC(=C(C=C1)C2=CC(=C(C=C2)CC=C)O)O
"4,4-DIBUTYL-GAMMA-BUTYROLACTONE",CCCCC1(CCC(=O)O1)CCCC
"4,6-BENZYLIDENE-D-GLUCOSE","C1C2C(C(C(C(O2)O)O)O)OC(O1)C3=CC=CC=C3
C1C2C(C(C(C(O2)O)O)O)OC(O1)C3=CC=CC=C3
C1C2C(C(C(C(O2)O)O)O)OC(O1)C3=CC=CC=C3"
"4,7-DIHYDROXY-2-METHOXY-9,10-DIHYDROPHENANTHRENE",COC1=CC2=C(C3=C(CC2)C=C(C=C3)O)C(=C1)O
"4,7-DIHYDROXYCOUMARIN",C1=CC2=C(C=C1O)OC(=O)C=C2O
"4,7-DIMETHYL-1-TETRALONE",CC1CCC(=O)C2=C1C=CC(=C2)C
"4,7-DIMETHYL-5-HYDROXYCOUMARIN",CC1=CC(=C2C(=CC(=O)OC2=C1)C)O
4-CINNAMOYLMUSSATIOSIDE,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OCCC3=CC=C(C=C3)O)O)O)O)O)OC4C(C(C(CO4)O)O)O)OC(=O)C=CC5=CC=CC=C5
4-DIMETHYLCAFFEOYLMUSSATIOSIDE,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OCCC3=CC=C(C=C3)O)O)O)O)O)OC4C(C(C(CO4)O)O)O)OC(=O)C=CC5=CC(=C(C=C5)OC)OC
4-EPIABIETIC-ACID,CC(C)C1=CC2=CCC3C(C2CC1)(CCCC3(C)C(=O)O)C
4-EPIABIETOL,"CC(C)C1=CC2=CCC3C(CCCC3(C2CC1)C)(C)CO
CC(C)C1=CC2=CCC3C(CCCC3(C2CC1)C)(C)CO"
4-HYDROXY-25-DESOXYNEOROLLINICIN,CCCCCCCCCCC(C1CCC(O1)C2CCC(O2)C(CCCCCCCCCCC(CC3=CC(OC3=O)C)O)O)O
4-HYDROXYBENZALDEHYDE,C1=CC(=CC=C1C=O)O
4-HYDROXYCINNAMIC-ACID,C1=CC(=CC=C1C=CC(=O)O)O
4-HYDROXYCOUMARIN,C1=CC=C2C(=C1)C(=CC(=O)O2)O
4-HYDROXYDERRICIN,CC(=CCC1=C(C=CC(=C1O)C(=O)C=CC2=CC=C(C=C2)O)OC)C
4-HYDROXYHOMOPTEROCARPIN,COC1=CC2=C(C=C1)C3COC4=C(C3O2)C=CC(=C4O)OC
4-METHOXYBRASSININ,COC1=CC=CC2=C1C(=CN2)CNC(=S)SC
4-METHOXYMEDICARPIN,COC1=CC2=C(C=C1)C3COC4=C(C3O2)C=CC(=C4OC)O
4-METHYL-UMBELLIFERONE,CC1=CC(=O)OC2=C1C=CC(=C2)O
"4-N-PROPYL-5,7-DIHYDROXY-6-ISOPENTENYL-8-ISOVALERYLCOUMARIN",CCCC1=CC(=O)OC2=C1C(=C(C(=C2C(=O)CC(C)C)O)CC=C(C)C)O
4-O-CAFFEOYLQUINIC-ACID,C1C(C(C(CC1(C(=O)O)O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O)O
4-O-DIMETHYLCEDRUSIN,COC1=C(C=C(C=C1)C2C(C3=C(O2)C(=CC(=C3)CCCO)O)CO)OC
4-TERPINEOL,CC1=CCC(CC1)(C(C)C)O
4-TERT-BUTYLCYCLOHEXANONE,CC(C)(C)C1CCC(=O)CC1
4BETA-HYDROXYWITHANOLIDE-E,CC1=C(C(=O)OC(C1)C(C)(C2(CCC3(C2(CCC4C3CC5C6(C4(C(=O)C=CC6O)C)O5)C)O)O)O)C
"5,20-DIHYDROXYECDYSONE",CC12CCC3C(=CC(=O)C4(C3(CC(C(C4)O)O)C)O)C1(CCC2C(C)(C(CCC(C)(C)O)O)O)O
"5,4'-DIHYDROXY-3,7,3'-TRIMETHOXYFLAVONE",COC1=CC(=C2C(=C1)OC(=C(C2=O)OC)C3=CC(=C(C=C3)O)OC)O
"5,4'-DIHYDROXY-6,7,8,3'-TETRAMETHOXYFLAVONE",COC1=C(C=CC(=C1)C2=CC(=O)C3=C(C(=C(C(=C3O2)OC)OC)OC)O)O
"5,6,7,8-TETRAMETHOXYFLAVONE",COC1=C(C(=C(C2=C1C(=O)C=C(O2)C3=CC=CC=C3)OC)OC)OC
"5,6,7-TRIMETHOXYCOUMARIN",COC1=C(C(=C2C=CC(=O)OC2=C1)OC)OC
"5,6-DEHYDROKAWAIN",COC1=CC(=O)OC(=C1)C=CC2=CC=CC=C2
"5,7,2',6'-TETRAHYDROXYFLAVONE",C1=CC(=C(C(=C1)O)C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O
"5,7,4'-TRIHYDROXY-6,8-DIPRENYLISOFLAVONE",CC(=CCC1=C(C(=C2C(=C1O)C(=O)C(=CO2)C3=CC=C(C=C3)O)CC=C(C)C)O)C
"5,7,4'-TRIHYDROXY-8-METHOXYFLAVONE",COC1=C(C=C(C2=C1OC(=CC2=O)C3=CC=C(C=C3)O)O)O
"5,7-DIHYDROXY-3,8-DIMETHOXYFLAVONE",COC1=C(C=C(C2=C1OC(=C(C2=O)OC)C3=CC=CC=C3)O)O
"5,7-DIHYDROXY-FLAVONE",C1=CC=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O
"5,7-DIHYDROXYCHROMONE",C1=COC2=CC(=CC(=C2C1=O)O)O
"5-(3-BUTEN-1-YNYL)-2,2'-BITHIENYL",C=CC#CC1=CC=C(S1)C2=CC=CS2
"5-BUTYL-2,2'-BITHIENYL",CCCCC1=CC=C(S1)C2=CC=CS2
5-DEOXYKIEVITOL,CC(=CCC1=C(C=CC2=C1OCC(C2=O)C3=C(C=C(C=C3)O)O)O)CO
5-DEOXYKIEVITONE,CC(=CCC1=C(C=CC2=C1OCC(C2=O)C3=C(C=C(C=C3)O)O)O)C
"5-HEXYL-CYCLOPENTA-1,3-DIONE",CCCCCCC1CC(=O)CC1=O
5-HYDROXY-FLAVONE,C1=CC=C(C=C1)C2=CC(=O)C3=C(C=CC=C3O2)O
5-HYDROXYINDOLE-3-ACETIC-ACID,C1=CC2=C(C=C1O)C(=CN2)CC(=O)O
5-HYDROXYTRYPTAMINE,C1=CC2=C(C=C1O)C(=CN2)CCN
5-HYDROXYTRYPTOPHAN,"C1=CC2=C(C=C1O)C(=CN2)CC(C(=O)O)N
C1=CC2=C(C=C1O)C(=CN2)CC(C(=O)O)N"
"5-METHOXY-N,N-DIMETHYLTRYPTAMINE",CN(C)CCC1=CNC2=C1C=C(C=C2)OC
5-METHOXY-PSORALEN,COC1=C2C=CC(=O)OC2=CC3=C1C=CO3
5-METHOXYCANTHIN-6-ONE,COC1=CC2=NC=CC3=C2N(C1=O)C4=CC=CC=C34
5-O-CAFFEOYLSHIKIMIC-ACID,C1C(C(C(C=C1C(=O)O)O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O
"6,6'-DIHYDROXYTHIOBINUPHARIDINE","CC1CCC(N2C1CCC3(C2O)CC4(CCC5C(CCC(N5C4O)C6=COC=C6)C)SC3)C7=COC=C7
CC1CCC(N2C1CCC3(C2O)CC4(CCC5C(CCC(N5C4O)C6=COC=C6)C)SC3)C7=COC=C7"
"6,6'-DIMETHOXYGOSSYPOL",CC1=CC2=C(C(=C(C(=C2C(C)C)OC)O)C=O)C(=C1C3=C(C4=C(C=C3C)C(=C(C(=C4C=O)O)OC)C(C)C)O)O
"6,7,4'-TRIHYDROXYISOFLAVAN",C1C(COC2=CC(=C(C=C21)O)O)C3=CC=C(C=C3)O
"6,7,4'-TRIHYDROXYISOFLAVANONE",C1C(C(=O)C2=CC(=C(C=C2O1)O)O)C3=CC=C(C=C3)O
"6,7,4'-TRIHYDROXYISOFLAVONE",C1=CC(=CC=C1C2=COC3=CC(=C(C=C3C2=O)O)O)O
"6,7-DIHYDROXY-4'-METHOXYISOFLAVAN",COC1=CC=C(C=C1)C2CC3=CC(=C(C=C3OC2)O)O
"6,7-DIHYDROXY-4'-METHOXYISOFLAVANONE",COC1=CC=C(C=C1)C2COC3=CC(=C(C=C3C2=O)O)O
"6,7-DIHYDROXY-4'-METHOXYISOFLAVONE",COC1=CC=C(C=C1)C2=COC3=CC(=C(C=C3C2=O)O)O
"6,7-DIMETHYLESCULETIN",COC1=C(C=C2C(=C1)C=CC(=O)O2)OC
6-DEMETHYLVIGNAFURAN,COC1=C(C=CC(=C1)O)C2=CC3=C(O2)C=C(C=C3)O
6-DEOXYJACAREUBIN,CC1(C=CC2=C(O1)C=C3C(=C2O)C(=O)C4=C(O3)C(=CC=C4)O)C
6-EPI-CASTANOSPERMINE,C1CN2CC(C(C(C2C1O)O)O)O
6-ETHOXYCHELERYTHRINE,CCOC1C2=C(C=CC(=C2OC)OC)C3=C(N1C)C4=CC5=C(C=C4C=C3)OCO5
6-GINGERDIOL,CCCCCC(CC(CCC1=CC(=C(C=C1)O)OC)O)O
6-GINGERDIONE,CCCCCC(=O)CC(=O)CCC1=CC(=C(C=C1)O)OC
6-GINGEROL,CCCCCC(CC(=O)CCC1=CC(=C(C=C1)O)OC)O
6-HYDROXY-FLAVONE,C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=CC(=C3)O
6-HYDROXYCRINAMINE,COC1CC2C3(C=C1)C(CN2C(C4=CC5=C(C=C34)OCO5)O)O
6-HYDROXYCYANIDIN,C1=CC(=C(C=C1C2=C(C=C3C(=[O+]2)C=C(C(=C3O)O)O)O)O)O
6-HYDROXYGENISTEIN,C1=CC(=CC=C1C2=COC3=C(C2=O)C(=C(C(=C3)O)O)O)O
6-HYDROXYTREMETONE,CC(=C)C1CC2=CC(=C(C=C2O1)O)C(=O)C
6-METHOXYBENZOXAZOLINONE,COC1=CC2=C(C=C1)NC(=O)O2
6-METHOXYGOSSYPOL,CC1=CC2=C(C(=C(C(=C2C(C)C)O)O)C=O)C(=C1C3=C(C4=C(C=C3C)C(=C(C(=C4C=O)O)OC)C(C)C)O)O
6-METHOXYTECLEANTHINE,CN1C2=CC3=C(C(=C2C(=O)C4=C1C(=C(C=C4)OC)OC)OC)OCO3
6-O-ANGELOYLPLENOLIN,CC=C(C)C(=O)OC1C2C(C(=O)OC2CC(C3C1(C(=O)C=C3)C)C)C
6-SHOGAOL,CCCCCC=CC(=O)CCC1=CC(=C(C=C1)O)OC
6BETA-HYDROXYLOGANIN,CC1C2C(C(C1O)O)C(=COC2OC3C(C(C(C(O3)CO)O)O)O)C(=O)OC
"7,3'-DIHYDROXY-4'-METHOXY-8-METHYLFLAVAN",CC1=C(C=CC2=C1OC(CC2)C3=CC(=C(C=C3)OC)O)O
"7,4'-DI-O-METHYLDAIDZEIN",COC1=CC=C(C=C1)C2=COC3=C(C2=O)C=CC(=C3)OC
"7,4'-DIHYDROXY-8-METHYLFLAVAN",CC1=C(C=CC2=C1OC(CC2)C3=CC=C(C=C3)O)O
"7,4'-DIHYDROXYFLAVAN",C1CC2=C(C=C(C=C2)O)OC1C3=CC=C(C=C3)O
"7,7A-DIEPIALEXINE",C1CN2C(C(C(C2C1O)O)O)CO
"7,8-DIHYDROXYCOUMARIN",C1=CC(=C(C2=C1C=CC(=O)O2)O)O
"7,8-DIHYDROXYFLAVONE",C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C(=C(C=C3)O)O
7-DEACETYLGEDUNIN,CC1(C2CC(C3(C(C2(C=CC1=O)C)CCC4(C35C(O5)C(=O)OC4C6=COC=C6)C)C)O)C
7-DEACETYLKHIVORIN,CC(=O)OC1CC(C2(C3CCC4(C(OC(=O)C5C4(C3(C(CC2C1(C)C)O)C)O5)C6=COC=C6)C)C)OC(=O)C
7-DEOXY-6-EPI-CASTANOSPERMINE,C1CN2CC(CC(C2C1O)O)O
7-HYDROXY-FLAVANONE,C1C(OC2=C(C1=O)C=CC(=C2)O)C3=CC=CC=C3
7-HYDROXYCOUMARIN,C1=CC(=CC2=C1C=CC(=O)O2)O
7-HYDROXYFLAVAN,C1CC2=C(C=C(C=C2)O)OC1C3=CC=CC=C3
7-METHOXYCOUMARIN,COC1=CC2=C(C=C1)C=CC(=O)O2
7-METHYLJUGLONE,CC1=CC2=C(C(=O)C=CC2=O)C(=C1)O
"7BETA,12ALPHA-DIHYDROXYKAURENOLIDE",CC12CCCC3(C1C(C(C45C2CC(C(C4)C(=C)C5)O)O)OC3=O)C
"8-(3,3-DIMETHYLALLYL)SPATHELIACHROMENE",CC1=CC(=O)C2=C(O1)C(=C3C(=C2O)C=CC(O3)(C)C)CC=C(C)C
8-CEDREN-13-OL,CC1CCC2C13CC=C(C(C3)C2(C)CO)C
8-DEOXYLACTUCIN,CC1=C2C(C3C(CC1)C(=C)C(=O)O3)C(=CC2=O)CO
8-GINGEROL,CCCCCCCC(CC(=O)CCC1=CC(=C(C=C1)O)OC)O
8-HYDROXYGENISTEIN,C1=CC(=CC=C1C2=COC3=C(C2=O)C(=CC(=C3O)O)O)O
8-KETOCOPAENAL,"CC(C)C1C2C3CC=C(C2C3(CC1=O)C)C=O
CC(C)C1C2C3CC=C(C2C3(CC1=O)C)C=O"
8-KETOYLANGENAL,CC(C)C1C2C3CC=C(C2C3(CC1=O)C)C=O
"9,10-EPOXYHEPTADEC-16-EN-4,6-DIYN-8-OL",CCCC#CC#CC(C1C(O1)CCCCCC=C)O
9-HYDROXYELLIPTICINE,CC1=C2C=CN=CC2=C(C3=C1NC4=C3C=C(C=C4)O)C
9-HYDROXYPARTHENOLIDE,CC1=CCCC2(C(O2)C3C(CC1O)C(=C)C(=O)O3)C
9-METHOXYCAMPTOTHECIN,CCC1(C2=C(COC1=O)C(=O)N3CC4=CC5=C(C=CC=C5OC)N=C4C3=C2)O
9-METHOXYELLIPTICINE,CC1=C2C=CN=CC2=C(C3=C1NC4=C3C=C(C=C4)OC)C
ABIETIC-ACID,CC(C)C1=CC2=CCC3C(C2CC1)(CCCC3(C)C(=O)O)C
ABRINE,CNC(CC1=CNC2=CC=CC=C21)C(=O)O
ABSINTHIN,CC1C2CCC(C3C4C5C=C(C6(C4C(=C3C2OC1=O)C)C5C(CCC7C6OC(=O)C7C)(C)O)C)(C)O
ABYSSINONE-I,CC1(C=CC2=C(O1)C=CC(=C2)C3CC(=O)C4=C(O3)C=C(C=C4)O)C
ABYSSINONE-II,CC(=CCC1=C(C=CC(=C1)C2CC(=O)C3=C(O2)C=C(C=C3)O)O)C
ABYSSINONE-IV,"CC(=CCC1=CC(=CC(=C1O)CC=C(C)C)C2CC(=O)C3=C(O2)C=C(C=C3)O)C
CC(=CCC1=CC(=CC(=C1O)CC=C(C)C)C2CC(=O)C3=C(O2)C=C(C=C3)O)C"
ABYSSINONE-V,"CC(=CCC1=CC(=CC(=C1O)CC=C(C)C)C2CC(=O)C3=C(C=C(C=C3O2)O)O)C
CC(=CCC1=CC(=CC(=C1O)CC=C(C)C)C2CC(=O)C3=C(C=C(C=C3O2)O)O)C"
ACACETIN,COC1=CC=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O
ACACIPETALIN,CC(=C(C#N)OC1C(C(C(C(O1)CO)O)O)O)C
ACALYPHIN,CN1C(C(C(=CC1=O)OC)(C#N)OC2C(C(C(C(O2)CO)O)O)O)O
ACAMELIN,CC1=CC2=C(O1)C(=O)C(=CC2=O)OC
ACANTHOSIDE-D,COC1=CC(=CC(=C1OC2C(C(C(C(O2)CO)O)O)O)OC)C3C4COC(C4CO3)C5=CC(=C(C(=C5)OC)OC6C(C(C(C(O6)CO)O)O)O)OC
ACEMANNAN,CC(=O)NC1C(C(C(OC1OC2C(OC(C(C2OC(=O)C)O)OC3C(OC(C(C3OC(=O)C)O)OC4C(OC(C(C4OC(=O)C)O)OC)CO)CO)CO)CO)OC5C(C(C(C(O5)CO)OC6C(C(C(C(O6)C(=O)[O-])OC7C(C(C(C(O7)CO)OC8C(C(C(C(O8)CO)OC)OC(=O)C)O)OC(=O)C)O)OC(=O)C)O)OC(=O)C)O)O
ACEPIFYLLINE,"CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC(=O)O.CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC(=O)O.C1CNCCN1
CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC(=O)O.CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC(=O)O.CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC(=O)O.CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC(=O)O.CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC(=O)O.CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC(=O)O.CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC(=O)O.CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC(=O)O.C1CNCCN1.C1CNCCN1.C1CNCCN1.C1CNCCN1.C1CNCCN1.C1CNCCN1.C1CNCCN1
CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC(=O)O
CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC(=O)O.C1CNCCN1"
ACERATIOSIDE,C1CC2=C(CC1C(=O)O)C=C(C=C2OC3C(C(C(C(O3)CO)O)O)O)O
ACEROSIN,COC1=C(C=C(C=C1)C2=CC(=O)C3=C(C(=C(C(=C3O2)OC)O)OC)O)O
ACETALDEHYDE,CC=O
ACETANISOLE,CC(=O)C1=CC=C(C=C1)OC
ACETIC-ACID,CC(=O)O
ACETONE,CC(=O)C
ACETOPHENONE,CC(=O)C1=CC=CC=C1
ACETOSIDE,"CC1C(C(C(C(O1)OC2C(C(OC(C2OC(=O)C=CC3=CC(=C(C=C3)O)O)CO)OCCC4=CC(=C(C=C4)O)O)O)O)O)O
CC1C(C(C(C(O1)OC2C(C(OC(C2OC(=O)C=CC3=CC(=C(C=C3)O)O)CO)OCCC4=CC(=C(C=C4)O)O)O)O)O)O
CC1C(C(C(C(O1)OC2C(C(OC(C2OC(=O)C=CC3=CC(=C(C=C3)O)O)CO)OCCC4=CC(=C(C=C4)O)O)O)O)O)O
CC1C(C(C(C(O1)OC2C(C(OC(C2OC(=O)C=CC3=CC(=C(C=C3)O)O)CO)OCCC4=CC(=C(C=C4)O)O)O)O)O)O"
ACETYL-ISOBUTYRYL,CC(C)C(=O)C(=O)C
ACETYLBROWNIINE,CCN1CC2(CCC(C34C2C(C(C31)(C5(CC(C6CC4C5C6OC(=O)C)OC)O)O)OC)OC)COC
ACETYLCARANINE,CC(=O)OC1CC=C2CCN3C2C1C4=CC5=C(C=C4C3)OCO5
ACETYLCYSTEINE,CC(=O)NC(CS)C(=O)O
ACETYLINTERMEDINE,CC(C)C(C(C)O)(C(=O)OCC1=CCN2C1C(CC2)OC(=O)C)O
ACETYLLYCOPSAMINE,CC(C)C(C(C)O)(C(=O)OCC1=CCN2C1C(CC2)OC(=O)C)O
ACETYLSHIKONIN,"CC(=CCC(C1=CC(=O)C2=C(C=CC(=C2C1=O)O)O)OC(=O)C)C
CC(=CCC(C1=CC(=O)C2=C(C=CC(=C2C1=O)O)O)OC(=O)C)C
CC(=CCC(C1=CC(=O)C2=C(C=CC(=C2C1=O)O)O)OC(=O)C)C
CC(=CCC(C1=CC(=O)C2=C(C=CC(=C2C1=O)O)O)OC(=O)C)C"
ACETYLSTROPHANTHIDIN,CC(=O)OC1CCC2(C3CCC4(C(CCC4(C3CCC2(C1)O)O)C5=CC(=O)OC5)C)C=O
ACHILLEINE,C[N+]1(CC(CC1C(=O)[O-])O)C
ACHILLIN,"CC1C2CCC(=C3C(C2OC1=O)C(=CC3=O)C)C
CC1C2CCC(=C3C(C2OC1=O)C(=CC3=O)C)C"
ACHYRANTHINE,CN1CCC(C1)C(=O)O
ACOBIOSIDE-A,CC1C(C(C(C(O1)OC2CC3CCC4C(C3(C(C2)O)C)CCC5(C4(CCC5C6=CC(=O)OC6)O)C)O)OC)OC7C(C(C(C(O7)CO)O)O)O
ACOFRIOSIDE-L,CC1C(C(C(C(O1)OC2CCC3(C4CCC5(C(CCC5(C4CCC3=C2)O)C6=CC(=O)OC6)C)C)O)OC)O
ACOLONGIFLORISIDE-K,CC1C(C(C(C(O1)OC2CC(C3(C4C(CCC3(C2)O)C5(CCC(C5(CC4O)C)C6=CC(=O)OC6)O)CO)O)O)O)O
